mata_pelajaran,jam_belajar,nilai_ujian_sebelumnya,jam_tidur,tingkat_ekonomi,tingkat_motivasi,pertemanan,nilai_ujian_rendah_flag,nilai_akhir
IPA,5.911584126106703,77.13038512349063,7.88986450422453,3,5,3,0,86.82421333075611
Seni,3.9036828757772946,73.05418306588336,6.409739238762974,4,1,1,0,77.02894639716853
IPA,4.895615732843858,81.9656395259139,5.4683386512563406,5,1,5,0,86.87605013617362
Bahasa,4.916657089855256,63.92237857714837,7.239906544131116,3,2,5,0,72.10129682748268
Matematika,4.328738951030374,79.40166663512832,6.0735630613810665,5,3,3,0,84.3196894893661
Bahasa,6.661359755069899,87.511743709255,7.161806216838595,1,2,4,0,91.65164708686957
Matematika,2.7616725936211277,66.46297833869733,8.14529558213023,5,3,1,0,72.84136203743174
Agama,6.07395224139976,82.08339091612945,8.325978773701708,3,4,4,0,88.23194837605669
Seni,5.609058237578713,64.32204564051433,9.083049471988318,5,2,4,0,68.6665150741205
Matematika,2.1908510566737336,49.345999445659174,5.462444600965291,2,4,4,0,53.072593702158805
Matematika,3.411157766295654,49.30371998176859,7.36202442286809,3,3,1,0,55.15979574344944
Matematika,2.812241542714775,76.91790881622263,4.878987284039927,4,1,4,0,79.32116653128784
IPA,4.267146638733822,41.85756068829259,7.005900324562885,1,4,3,0,48.25410447359166
Agama,5.096852914430169,71.39073723591576,4.669037581431859,4,4,2,0,77.59043230188742
IPA,3.1432270917860157,58.13955248629139,10.0,5,3,3,0,59.793813044481375
Seni,6.9382572116479055,37.091043316638206,8.942139133768011,4,3,2,0,43.92633839763435
Matematika,7.115565137949743,80.23677543127576,4.687264694370789,3,2,5,0,81.85975419971251
Agama,7.4688392538624075,48.95204704883947,6.058440377944995,2,2,4,0,54.18961534249805
Agama,0.0,100.0,8.084906595857598,4,3,5,0,100.0
IPS,8.896336468051413,94.5578379298174,7.351204375444868,5,4,5,0,100.0
Seni,5.332108741071346,69.0031142463833,7.028779394820823,4,5,1,0,80.1734718750216
Agama,5.094599026613797,39.8566009202181,7.377311895377225,4,2,4,0,45.86835066366309
Matematika,4.796252352932367,74.43757647242772,8.279676897655419,3,3,5,0,81.27746173946659
Matematika,2.3575025987672786,97.51800613982078,10.0,5,5,2,0,100.0
Agama,5.719516187404394,85.92501697395858,5.30090527508053,5,5,2,0,94.61024285165115
IPA,8.223888692872602,86.87570379508149,6.692798466140085,2,5,1,0,94.9632858429971
Seni,5.308047634438851,93.15269802073941,4.301706733972445,3,5,5,0,99.06305039139163
Matematika,2.7698066536172057,51.19775551832638,6.9228030353010555,3,1,5,0,57.71480200295188
Agama,1.9493865968101964,86.296913223302,9.462233578234596,1,2,5,0,87.35845349004329
Matematika,4.411952523517762,99.11529378449973,7.710281612071484,2,5,1,0,100.0
Agama,3.511946354980325,60.703796116944666,8.157634356931403,2,5,4,0,65.6252277749251
Seni,6.405149587912777,63.969018811628615,7.272245209497152,5,3,5,0,73.6821052532811
Agama,7.740837481266604,93.29539415183937,5.922999051309279,5,3,5,0,100.0
IPS,5.939302972483811,90.92064982320386,4.697717263686876,2,1,3,0,91.69072203432509
Agama,4.829815679292969,56.949741649171656,9.176592306965576,3,5,2,0,62.025068419060915
Agama,4.734936749158449,50.5891468077194,6.328855721597318,1,1,4,0,55.28270457967666
Seni,5.142167166593058,68.28644674603075,6.727809551735963,5,3,4,0,77.22826811429444
Agama,2.6801187351511713,47.900928405605626,4.057009389735839,1,2,4,0,48.537418019927046
Seni,6.204530524215836,57.11552667392336,6.030247592583785,2,4,5,0,65.00352070630866
IPS,2.8383656188664226,59.75151837088128,7.1978209420672385,3,4,3,0,66.9507183799697
Seni,7.232337638381761,86.85442837139612,7.51230077005504,1,1,4,0,93.08027204426342
Matematika,4.273505751056143,90.91901005743051,9.412714442712655,4,3,1,0,94.28718288797707
Seni,6.6616182016046475,86.92113367549896,6.6215401517651955,2,4,1,0,94.63621795224132
IPS,2.0534613684339047,57.6410229483872,6.839969455588133,3,5,2,0,66.71301547000614
Bahasa,6.647519229551685,68.7153207453181,9.282614069569577,2,2,3,0,70.12517117071646
Agama,7.725054739313716,63.21711603096816,8.760268294708396,2,3,4,0,68.46654713787964
Seni,2.436845081899055,73.1990359891392,4.8882644153700685,1,1,3,0,74.95956263114991
Agama,4.772992781088611,81.2736025832339,9.172701276999653,1,3,1,0,84.48801135493935
IPA,5.669772278242526,62.853387727346416,4.592746264453131,4,2,4,0,67.0336123561012
Matematika,5.767735720225318,54.780338663407555,7.705923433779242,5,3,5,0,62.32496286250162
Matematika,4.320893831566044,93.60418500071304,8.128546356467561,4,1,1,0,94.8673234355306
IPA,3.968329362831671,86.10452224372746,7.280907410151292,3,5,2,0,94.35753124320416
IPA,5.506525891835385,75.09342275762762,6.436701061679135,3,3,4,0,82.89469136563909
Seni,5.705107855167161,54.04551619710812,6.328564495407877,2,1,2,0,59.349587050628465
IPA,3.7451901736349833,82.99850178781674,4.0,1,5,3,0,84.16493118581452
Bahasa,3.349916082219865,67.45831002067783,7.227087507052647,2,4,2,0,74.49520729347428
Agama,7.422751443592533,36.68966352365223,7.048748399420147,5,3,2,0,46.11065795260592
Agama,5.215337511409997,62.10562794918125,9.25792555713765,2,5,5,0,67.84701600679607
IPS,0.4565909640011956,76.87627293272521,6.59189413627948,3,4,2,0,82.85680879294863
IPA,7.435022116704614,66.75772406481907,6.210065324774721,3,3,5,0,74.60410706359436
IPA,3.8057138933174253,77.6408984872597,6.2309089368824155,4,3,2,0,82.99149504582938
Bahasa,5.133480645859743,76.99776778782967,5.741066537487079,2,2,5,0,81.37405872909905
Matematika,5.749728558268728,53.6002278707344,6.317466486260244,1,3,1,0,59.448818640208785
Matematika,2.0326331154777453,80.26080851109998,5.454391859463604,5,3,5,0,85.72014467158586
Agama,4.422394984960553,81.62881087194347,7.920331123842694,5,5,1,0,88.75567798944968
Agama,7.635148184667931,69.54235811288902,7.598357254784942,1,1,1,0,72.73606112245662
Seni,7.178718792003456,70.22268353163119,4.818957094719498,5,2,4,0,76.12988548994748
Bahasa,4.41928150623333,70.151078205728,7.141772404876569,1,3,1,0,74.55182704165783
IPS,6.431667583528888,92.69094956300816,8.67105990324826,1,5,4,0,98.6294679442904
IPS,6.695049905919422,75.73873187287026,8.586491401754396,4,5,5,0,84.22004719981652
Bahasa,6.59300288565225,71.87449284932414,5.440640494291109,2,1,3,0,74.99412171898125
IPS,2.7079491450343998,77.05244483159669,8.99885441184141,3,4,4,0,81.06035969626396
Matematika,8.282300540478955,76.73383350796627,6.205786949540931,3,3,3,0,85.34914962174386
IPS,4.072314680688447,68.51718041099845,7.03222108456551,2,4,5,0,78.54260744693234
IPS,5.21867368551176,49.97162457565403,6.472281197096292,5,1,4,0,56.16257454393864
Bahasa,4.297438395237611,71.63072903079195,5.195133290940775,1,5,5,0,76.24123911507067
Bahasa,5.459522256978697,78.86165421681845,5.830206691225815,3,4,3,0,85.93068563218873
IPS,3.2714712120780245,74.36002009332856,8.86749866536255,4,1,5,0,76.47856462562625
IPA,4.549754146947729,62.52552531239153,8.908339436815501,5,4,3,0,67.93442559262199
Bahasa,5.365514357371653,67.06843050578783,8.021233473615741,4,5,1,0,75.7351280977474
Seni,7.449297956504343,84.8940728122383,6.662008474938086,3,3,3,0,92.15526411530969
Seni,7.207856958014048,44.715449222261256,9.701848164562293,2,2,3,0,46.27757212470987
Matematika,7.309106037558651,58.84378508939807,8.482390690028206,2,5,1,0,65.63722164270953
IPS,6.737304482524442,71.97693240398762,6.824442415788788,4,4,4,0,83.01488381829571
IPA,8.693350725089989,85.5945942205678,4.068334673268108,5,3,2,0,90.79198370900026
Matematika,4.419718194365544,97.22177624215894,8.291898634799722,3,2,4,0,100.0
IPS,4.684463639420761,83.34259589238188,8.86226105949545,1,1,2,0,83.36662656444483
Bahasa,4.602114112342397,61.10847014969648,7.642991457974344,2,3,1,0,68.14000254618637
Seni,4.877738482004259,43.573054409023115,4.13468153523265,4,5,4,0,48.16335831676258
Agama,2.12755857696951,98.01938458030021,7.297362821034145,3,4,5,0,100.0
IPA,5.529521576534652,57.37588377063534,10.0,5,2,5,0,60.34013042846718
Agama,5.992110048903573,72.18924935735728,6.769594033114747,1,3,4,0,78.69325233763558
Seni,4.485186439363293,68.24635526487238,9.94557931410053,1,2,5,0,68.27525099464246
Agama,1.4853187258542477,68.96358799123644,8.053214377544176,2,2,1,0,71.49108396581845
Bahasa,5.0428611427515335,52.5080617241243,7.07093109950474,1,3,5,0,60.43255492115027
IPS,2.410586492771645,96.94127682681369,9.104346823840789,3,4,5,0,100.0
Bahasa,5.854622173507771,56.87706413988071,6.08782536252183,2,1,2,0,61.736443741578256
Agama,5.2386232677415805,72.37984916992392,5.145431871196255,2,3,2,0,77.16557066019993
Bahasa,5.43474425338862,63.322871296321836,5.17655736871934,2,1,3,0,65.10918372645828
Seni,2.8779266535356296,79.20532537671139,7.311417991463393,3,2,1,0,83.03260073694024
IPA,7.523167531043471,66.86165674273428,7.668808601568918,4,2,5,0,73.64147767854243
Bahasa,5.340418391748548,65.3027152172061,5.976644698346908,1,4,1,0,71.19490788477246
Seni,3.171525357045739,86.30771186612492,8.829348549390923,1,3,1,0,89.44302704650397
IPA,6.159283297717934,65.14849098966941,7.132528096872803,4,3,2,0,73.78990738852187
IPS,5.195470772187429,91.16427221708018,8.244126926076213,2,5,5,0,98.60587878419851
Agama,8.67383401255829,51.49849655686914,5.977616635472153,5,4,3,0,62.21900989372259
IPS,3.8942510836906417,66.25922543711951,6.727032905290164,3,3,4,0,72.52160155190202
Matematika,2.5049331237159453,57.104439714073735,4.351835301911198,2,2,3,0,56.861579268740385
Seni,5.578693421887961,70.46205984039852,6.578346990282395,2,4,2,0,76.95601069415665
IPA,7.024451738273285,49.40067516298518,7.3383667590099515,2,5,3,0,59.79553127922724
Bahasa,9.645938084844602,79.29304313178973,6.1592153945014445,1,5,2,0,87.40504783920892
IPS,10.0,80.78734320199676,6.909043877507468,1,2,2,0,89.69894557158858
IPA,1.8959030882203338,92.59301983460907,7.35856239441859,5,3,1,0,98.22374403330186
Seni,4.729524728718557,82.71115739086868,6.197704363137262,3,2,5,0,90.424390137148
Matematika,2.5115745132852485,82.54131050167354,6.603322736471149,2,5,4,0,87.97170134862368
IPS,4.50523242523903,80.21083632103914,5.903412766250186,1,4,2,0,85.63950612919805
Agama,9.95448748457503,66.7292042540563,5.58811053059817,4,3,2,0,74.87261027715702
IPA,3.3605773441758284,94.28326511197633,8.844219731956233,1,2,1,0,94.62486101477523
Agama,4.956097312328335,78.31487794569037,4.854887352572927,2,3,4,0,83.78353202663838
IPA,3.8382773398792724,100.0,8.280815525971976,2,4,2,0,100.0
IPA,2.9934084902101237,96.30645376031048,4.953367586724669,1,5,5,0,100.0
Seni,8.585580004686506,75.19919475357665,9.267183829283832,4,2,5,0,79.97726633291076
Seni,1.921485256375321,75.93393758779034,7.862913038794242,4,5,1,0,82.03297054326708
Seni,4.834972523358619,82.48003359367998,6.439439361018955,2,2,2,0,86.45500491232534
Bahasa,5.175926415046328,93.75703610698817,8.415882218586763,1,3,4,0,98.7179506764039
IPA,4.9339002225387905,46.976070379395225,8.630687890468014,3,1,1,0,47.260261440046925
IPS,4.368582316538118,89.68618238195297,7.868315384480827,3,2,1,0,94.02833233349149
Agama,8.228685833835403,75.59834738546614,7.710926009640493,2,2,3,0,82.32376923348703
Seni,0.7762376367727057,86.20462522309116,7.335635063135089,4,5,1,0,92.13883652664273
Seni,5.872903487639315,59.21079785306959,9.125036820776227,3,1,3,0,61.78048140081789
Agama,5.961998664979247,58.53417429563107,6.962697143624483,1,1,3,0,63.44151210864105
Agama,5.573979524803002,75.0903166725227,7.180094950886803,5,1,2,0,81.64619265019867
IPA,3.3383122866184136,84.64250885277468,8.293402954269936,5,1,5,0,88.63866380670099
Seni,7.41006215130182,51.527295249512775,6.522447177921363,4,4,4,0,60.9538522951123
Agama,7.309960458395783,64.01977223268125,8.650030853084477,5,3,1,0,69.88336407717624
Bahasa,3.267822485588268,52.034333983682316,8.337957834465675,1,2,2,0,54.63710624781117
Bahasa,2.604234216177688,76.27231064838001,10.0,2,3,4,0,77.88671597400709
Seni,2.2177947346524736,99.90365389259229,6.815054434281446,2,3,1,0,100.0
Agama,5.450810323964406,64.97429954312427,7.897680853796582,1,3,5,0,71.91716682158322
IPA,5.093564078776381,81.76540111054217,7.700421026240515,2,3,5,0,86.91891676244495
IPA,4.277784163836338,71.82335703793837,8.215252703591442,1,4,3,0,76.09793342335178
IPA,9.16263460006511,75.53381976087785,6.8936633194157,1,5,3,0,85.28312422314436
Matematika,4.077831269285213,61.0565035018154,7.697070177355775,5,4,4,0,68.26917378764543
Seni,5.374999779295401,79.82102878798665,7.217985341887134,5,2,1,0,86.45877951336297
IPA,4.611388877169095,66.98181406534327,8.290004986759506,4,1,3,0,69.39310031093548
Bahasa,8.926236070322084,96.87550089482482,4.117584304677861,5,5,2,0,100.0
Agama,1.0206653787457145,62.336601711434696,6.64219768059832,2,2,3,0,65.39439165834946
IPS,4.380180069391198,84.6815332033172,10.0,5,1,4,0,86.87529494239804
IPS,6.22851097618813,99.60404217084962,9.311181710925407,1,4,2,0,100.0
IPA,4.5552235443442175,87.83022182551008,7.4550058930155405,5,3,5,0,97.91337013755458
IPS,2.3913347636391213,56.463727811035334,7.888309434211877,2,2,2,0,61.02278031331734
IPS,5.353194067811458,55.03976518149497,7.779805571562902,4,3,4,0,62.14931585716311
Matematika,1.757352921069225,76.79933829462037,7.9459589897903715,3,3,5,0,81.68201221291979
Bahasa,6.340469681183519,70.92755119080917,5.685204419876304,1,3,1,0,76.04286732179727
Bahasa,4.173474162146603,77.73208942484209,6.001829728840477,2,5,4,0,83.56006924500642
Matematika,3.8370560834044465,87.928623564204,6.023782207368838,2,1,3,0,91.61121044927512
Matematika,7.092312330446754,71.31086553971606,6.3328775570591125,3,3,4,0,80.74363124516482
IPS,2.993551597796463,60.567764843008405,9.361046860613321,4,2,4,0,61.727056054571655
Seni,1.9150668875664936,73.11245307169362,5.250500374422131,1,5,4,0,77.37693994836708
Agama,3.1790348211350477,92.79006065701441,9.945710342837982,4,1,5,0,92.42165446822615
Agama,9.094001313546961,70.53518925636924,7.607791700085539,3,2,4,0,79.56980105125177
IPS,2.992624835059135,100.0,5.24944950604724,1,5,1,0,100.0
Agama,5.731046738752356,83.27701734306837,6.145273372553717,5,5,4,0,91.80588154618283
Matematika,6.686706567829412,81.84817788635222,7.6577615547834545,4,1,3,0,87.86513978300994
Bahasa,3.1205001307366,61.81928768110755,5.06157717818142,5,3,2,0,65.96581309985717
Agama,3.123091002945694,68.12189720009575,6.477563224248481,1,2,5,0,73.34209929736305
IPS,5.360317269907192,77.83486201350944,5.294467169203626,3,4,3,0,82.8495071920916
Seni,5.450644434801815,69.55429222755771,7.953243165284974,5,3,1,0,75.65116692262218
IPS,7.695234171604616,88.9151348618777,5.3181397260872565,5,4,4,0,98.62087663716909
IPA,3.461537151169262,73.19992452033178,4.737984200918207,2,2,5,0,73.35269205744837
IPS,4.245492975795142,61.15285347492577,9.196287595347108,1,4,5,0,65.01010412286438
Matematika,10.0,75.29427148103628,6.542438984204567,3,4,5,0,85.85315669259747
Bahasa,1.4147495351294426,65.18344314434441,6.410498608436665,2,1,3,0,67.268536767147
Bahasa,1.0046237130288116,80.88007856876838,7.706958619281673,4,1,2,0,85.29816184995647
Agama,2.2339180487748824,62.92895879225474,6.958382171415957,3,1,2,0,67.09561114569097
Matematika,7.203211015288339,98.4834609554854,5.76596060192682,2,4,1,0,100.0
IPA,4.123430135314471,48.427934815422404,6.0839891769496,4,4,3,0,56.96534127975532
Matematika,4.122706544810811,65.88590713992662,8.077675245541656,3,5,3,0,74.30177730235518
IPS,3.069554660115815,73.65656458434412,5.553791606084464,2,5,3,0,77.75991247347805
Matematika,6.836836609144127,63.68399067473488,6.945874211974979,3,1,4,0,70.68307289462298
Matematika,2.264892487497961,37.14677328080042,9.501787008056233,5,5,3,0,42.84711181474589
IPA,3.836996094010906,100.0,6.553752587751877,2,3,3,0,100.0
IPS,3.1487151386086882,82.47750048261199,8.848729230765745,5,5,5,0,89.50577365310534
Seni,0.0,52.730383333740114,5.485322418984885,2,5,5,0,57.45658805706532
Seni,4.043522101949552,54.88136891657494,7.276729791723163,5,3,5,0,62.39366809129366
Bahasa,4.8816417783791115,49.480612921108104,8.869101218301925,1,3,3,0,50.05300321995321
Agama,3.4489563012429776,69.37498470155612,6.144091415101308,5,2,3,0,74.0055805448518
Matematika,4.4634499495870354,93.59623311281578,9.875871831532393,1,4,5,0,97.82049198804991
Bahasa,4.514747788971769,67.16150457239064,6.919357392774101,3,4,1,0,73.8450158860191
IPA,4.733948648071553,64.66676475464828,5.256066317350802,4,1,1,0,67.1306608648329
Seni,2.8919030093663567,86.04055808887276,8.505911195475466,4,2,2,0,89.82923808835659
Matematika,2.777020862295193,76.343584883932,9.377783106322626,4,2,4,0,77.53604563512887
IPA,5.093893002098706,70.67211879787438,5.12944235285929,1,2,4,0,72.76127689724723
Agama,2.0478247243934122,82.58205693303185,7.662176912395219,4,2,2,0,86.51998070305115
IPA,4.571749937811507,45.07713956139611,5.990719924132342,4,5,5,0,53.81911871462488
Matematika,8.270981247234324,78.65394910650781,5.4677849996726975,5,2,5,0,86.26787147536707
Agama,4.922353026605086,90.83655997155964,5.677037289904028,4,1,3,0,95.12813194431082
IPA,1.346866524660113,53.0378036249768,7.315261788878768,1,4,4,0,57.768205469796385
Agama,5.35963642960296,66.02094901996254,8.940212559441562,5,2,3,0,71.58986103589592
Matematika,6.636980732461595,42.36426957300376,6.908617875262478,1,4,3,0,50.8259683564999
Matematika,3.409365870971275,65.11178749595342,7.630003373981777,2,3,4,0,68.41251052082337
Agama,4.402093444087642,61.93351663468389,6.16912451476883,4,1,5,0,65.80784855165668
IPS,3.2446224418283176,97.20714497899745,6.810469980889414,1,3,1,0,100.0
Bahasa,4.075636686836809,64.6934992861394,5.6977923249485105,1,2,5,0,67.40995750868481
IPA,3.6689073666099583,76.05403669523555,4.28413924630337,5,5,5,0,80.31688287920264
IPA,5.871337037282984,91.77638211510806,6.232344674233984,2,5,3,0,99.95050453882268
IPS,8.316524721217577,38.84168684386067,8.693934566771597,2,1,3,0,43.83019481310385
IPS,5.11443090022013,73.5238505398959,4.0,4,2,3,0,75.55952002565381
IPS,1.916514843403168,55.00890434573347,8.651990246186456,3,2,4,0,56.42952351956888
Seni,10.0,55.364457652790676,7.493061762907326,3,2,4,0,65.84970554753215
Seni,6.165797223488812,58.68613945567384,6.792131873032738,5,2,2,0,67.29725598787341
Agama,6.572940878127793,64.16744186650271,6.212006910638818,4,1,3,0,68.73643275005253
Seni,4.872547699294502,56.08710885532197,7.718375561788534,5,1,4,0,60.82373354202415
Matematika,5.465458349352106,65.32790324063654,9.097828050312478,4,1,2,0,67.3575107298445
Agama,4.316348262235256,86.03002992155024,7.386985560337303,2,5,3,0,94.79378644625201
IPA,6.8073918178053,78.79494284616584,6.684368044390375,3,2,3,0,87.05964232692126
Bahasa,4.045193343303474,100.0,10.0,1,3,1,0,98.33697075902165
Matematika,5.978748841114044,74.29922276774616,7.129230068714871,3,4,4,0,83.70023159231333
IPA,6.938807432914121,80.50033717830526,4.542474339893895,4,1,2,0,82.88953131082745
IPA,7.491869771553853,90.36258584534745,7.491737744037679,3,1,3,0,96.79915762870816
Agama,7.063885393938225,53.75996559643969,6.117402299358181,1,5,4,0,61.716070390560986
IPS,2.9528024436804667,90.01899053354083,6.470432277209822,2,5,2,0,97.34102263505538
IPS,8.145492366605733,56.79572036906068,8.917680043000145,2,4,1,0,63.004612225752965
Matematika,6.328517915680871,77.89200341071974,8.316697481100178,4,5,2,0,84.37496652407158
IPS,5.611186567222682,85.2072885523198,4.356923459439056,3,1,3,0,86.10900470067337
IPA,5.841753515864297,42.26213680444389,4.406014916805891,4,2,5,0,43.37598534813023
IPS,4.683220210979892,65.26648958914497,7.211613777906273,3,2,5,0,70.71306762938048
Seni,4.066756273030461,69.72889914136286,8.458859525622158,5,5,1,0,75.22145958589783
IPS,4.262989575687797,53.96001722728866,4.0,4,4,3,0,55.972164872952604
IPA,7.576254577079428,75.75479949574293,8.46943674175018,3,2,3,0,81.43726156524461
Agama,5.1621036952997965,96.19535281171554,10.0,5,1,4,0,96.96612359029939
Matematika,5.563435770257349,56.198545417088084,8.77951780694276,4,2,5,0,61.79640807077609
Bahasa,5.120283951854391,88.55059213376262,5.810374192132112,2,4,4,0,95.06888265932136
IPS,3.664150139216744,78.12461202645987,7.963103235685784,5,5,3,0,86.63940984548127
IPA,0.7063581356663589,50.41766631814602,7.349495527573788,4,3,1,0,56.39438589620665
Bahasa,6.537440228405296,64.49968688219448,9.672707279620738,1,2,5,0,65.25739758378927
Bahasa,6.325555300294473,74.6377161547356,8.702880210766107,2,1,4,0,77.77601195185291
Seni,4.977088226203431,94.55506758253573,5.651535839853998,5,4,1,0,100.0
Bahasa,2.8195245817392114,82.7712338534001,7.880702446785234,3,2,3,0,86.68452355542625
Agama,8.641637760680197,60.455400836532675,5.769484675192668,1,3,2,0,67.68076603123914
IPA,4.31769619099643,76.67844257631143,8.557243888415453,3,5,2,0,83.30509166451729
IPA,5.496503003205195,28.699360993286753,6.619332473720526,1,2,5,1,10.741200503119842
IPS,3.5937033401439304,84.29313104706469,6.940863511313565,4,4,1,0,91.48902364904727
IPS,2.3005627273462728,59.258666216722865,7.25414253247549,4,2,4,0,64.96170413844851
IPS,6.1792659209388106,54.911320977801395,6.173268958210059,3,5,1,0,64.2113973906506
Agama,1.9983828723499384,66.03044745259122,7.159692330996378,3,4,5,0,74.32591170748064
Bahasa,5.45807685606578,52.06582000128985,7.688328141138409,3,3,3,0,59.117451110157965
Bahasa,5.4638864331923305,67.79982529593181,6.578294250150983,5,1,1,0,72.761743643641
Seni,2.760473590694201,86.55396453090066,7.329031462650903,2,5,5,0,94.36039339863402
Agama,2.407165961852724,41.135750331424404,5.883970410134443,3,2,5,0,42.85314200924424
IPS,3.4591285918857917,69.66860122282516,5.154118319812362,4,3,4,0,74.72258113405262
Matematika,3.744878961324396,68.38988550103731,6.948858633368277,4,4,3,0,77.5830033681459
Seni,1.9405310436756724,78.53798273916723,8.526150317824033,3,4,1,0,84.89422678904243
Matematika,2.7497175870568875,67.96115853378473,8.477245375912123,3,4,5,0,73.6287515127148
Bahasa,5.151810211284972,85.08557039052928,8.383088070252043,4,2,3,0,90.92451166394017
Seni,8.97924663957188,91.27839527036345,8.514812986358402,5,5,4,0,100.0
Seni,7.015296055171226,86.29538506783435,7.27622769591961,1,3,5,0,94.25390621934312
IPA,5.321039527206835,59.85084919669915,6.177604354527755,4,4,4,0,68.52070686812033
Bahasa,7.256683734656235,99.92125139839492,6.608617799677971,1,1,3,0,100.0
Bahasa,7.310926888065336,53.56465651565048,6.818377517983787,3,5,4,0,64.56817420698826
Agama,4.390040114530568,81.60190533523499,6.013023490546851,2,3,1,0,86.68065288229712
Seni,5.515791677855438,88.17239203994274,7.889404633975455,3,3,4,0,96.32949203371318
Bahasa,6.955795791432962,100.0,6.081944064580656,3,4,2,0,100.0
Seni,7.228945061095878,86.03689480699776,4.2254057944478385,3,1,2,0,88.33599430785205
Agama,7.248145221225123,59.55307257393382,8.587933586522887,4,4,2,0,67.81559068718411
Agama,2.945978525791777,84.69730100754806,7.765475013571645,4,5,2,0,92.629364521763
IPA,7.350103146521146,68.91759808561505,4.4121017452539935,2,2,1,0,71.64914861130083
Seni,8.71615381906992,87.48336200301026,6.028089491150514,1,5,5,0,94.99609781199186
Bahasa,7.986855499717893,73.84147629678002,6.855617526025308,1,1,2,0,79.22599418167825
Bahasa,2.8289559003960867,92.38010859752694,6.995366989584717,1,2,2,0,96.83492900938542
Seni,2.326047387272825,71.37748817957667,10.0,3,3,5,0,72.68444224084533
Seni,5.930451365387183,85.0430924777445,5.561158339474484,2,4,2,0,91.52811752156447
Seni,7.949667940432819,61.684563583552986,5.4683717072297355,3,5,5,0,69.92891528939474
IPS,5.452335969033748,88.69869932685046,8.907212074128697,2,4,2,0,91.85924876867395
Bahasa,4.530044335689322,38.75222990648953,6.725116404643419,5,5,5,0,49.45746456855514
Agama,4.819622000150968,81.54316783771515,8.760021439241871,4,4,5,0,86.76141930281344
Bahasa,7.040984399883165,76.48027086166775,6.6011770518589,3,2,3,0,83.04631773632477
IPS,4.35678484057483,73.23272771224485,8.827880908907582,5,4,4,0,78.16445364321707
Seni,5.961909313466585,38.459946355905565,6.583705314796103,1,1,5,0,45.06424818476652
IPA,4.739273797370778,63.56054682306686,6.812584002245758,5,1,2,0,69.82837150332487
Seni,3.22332402865909,89.03811930582499,5.444258030422708,4,4,1,0,93.33354475303554
Seni,3.0666177686386167,58.346097013878406,9.591952915315058,4,3,5,0,60.36018720891556
IPS,6.050618628379928,48.96602150633035,5.869339060576996,4,1,2,0,52.8278641253587
Bahasa,0.0,54.852745984469735,5.084348143204816,5,5,5,0,61.53781780630303
Seni,5.958525467656113,88.83048803491485,9.430187764886796,1,4,3,0,90.86195056506853
Bahasa,4.658760084591617,77.86383035407354,7.988300238110156,3,4,1,0,83.73702609736385
Matematika,6.892166259832421,92.32194203683476,9.376659615101719,1,1,1,0,93.0111354485187
Agama,6.202928396040287,81.4317954656333,5.930172904565647,2,3,2,0,85.97291783618907
Bahasa,5.089241851601297,57.96911498021877,7.907749848383744,2,5,4,0,64.96560586925567
IPA,2.8652707834814457,98.37609749510733,9.100156644428672,3,1,3,0,97.97281445298438
Agama,2.9735286088313906,61.83871615369458,5.286130716809499,4,1,4,0,64.19110231027994
IPA,3.710069894291032,58.58086363627982,7.489886185826546,3,2,1,0,63.81619583489639
Seni,6.737188491776031,74.75871673102435,6.32024684226349,5,1,1,0,81.54011719909177
Agama,8.537410246310085,77.20832812594962,6.410167345689699,4,5,4,0,88.12453613747846
Bahasa,5.65978232776935,83.504397105721,5.768360554483767,3,2,5,0,89.35633211443721
Agama,3.821562122584896,65.88876185453707,7.639357898847366,3,3,4,0,73.25390208295899
Seni,4.029951719301807,92.08437323174178,6.64367346606195,5,3,4,0,100.0
IPS,4.121982533512336,61.16364612602456,5.611832623257179,5,1,5,0,65.51905536665323
IPA,7.080229028882528,54.49509654112963,9.12992107963845,1,5,5,0,60.14666892707207
Seni,4.082828064424288,41.55626457175047,7.077172754884484,2,3,5,0,48.14989302614732
IPS,4.912626346779803,67.43650089686588,4.649203110742315,3,5,3,0,73.99505090847344
Agama,7.689597097400081,83.44464033122779,5.97239022871903,1,5,1,0,90.76427295114345
Agama,3.8650446170966566,81.6410962258737,4.779571353576493,4,2,1,0,83.34822801462845
Seni,6.114121144060076,75.5364147017133,6.060541584283819,4,1,5,0,83.76237736928823
Bahasa,6.800909905560576,63.69168106060254,7.528069206743965,2,5,5,0,73.26369060806459
Agama,5.12688395073264,89.45052620431535,7.928805172288298,4,5,3,0,97.69335752824955
Bahasa,8.908235601582344,71.96352824227326,8.267696547310004,2,5,3,0,80.99320391224032
Bahasa,8.330906439664512,76.63713012879994,6.064396690459,4,1,2,0,80.98558538036414
Bahasa,5.526194166000415,53.1447548024488,6.465837256298736,4,2,4,0,59.508209967435214
Matematika,3.392366283087525,42.801280528664094,7.659637769436004,3,5,1,0,49.31839302248028
IPS,3.4868827759226204,83.66091339413269,8.294124566836446,5,4,1,0,88.85571534633523
IPS,5.425282381695289,100.0,6.789696561156981,3,2,3,0,100.0
Agama,2.819938901906421,77.38684802992934,7.963123515315954,1,1,4,0,78.76712288948399
Agama,5.537883925498542,83.74759866687127,6.1597031622043845,5,3,3,0,90.53819770255292
Bahasa,8.376191087227127,83.42486198694186,4.0,3,5,2,0,88.61023512450399
